review_id,review_comment_message,text_sentiment,review_score,predictions,geolocation_lat,geolocation_lng,geolocation_state,review_creation_date
fc9217eca28081c3f4d88d82f2b01e37,"panelas pequenas,não observei a dimensão quando comprava.",panela observei dimensao comprar,1,0,-23.53626695697963,-47.13489184347044,SP,2018-08-29
cdbe62ee5c73564212d05c9f1fa532b9,"Logo em seguida que eu fiz o pedido, que verifiquei que teria compro o produto errado solicitei o cancelamento, o qual nao foi realizado, Eu expliquei o motivo falei da troca por outro produto ",logo seguir fiz pedir verifiquei comprer produto errar solicitar cancelamento nao realizar expliquei motivo falar troca produto,1,0,-16.649582610194585,-49.26427418270268,GO,2018-08-03
f01d1292f0cdd12b184e7e0c49528da2,Comprei bege e veio preto com desenho diferente,comprar bege vir preto desenho diferente,2,0,-22.73824150585765,-46.8958585777586,SP,2018-08-01
42944405c2bd22daaa72df92a090ca47,OTIMO,otimar,5,1,-22.13651597360134,-51.396204302534905,SP,2018-08-15
56fa821af03d0ed9b61b3c64b09b119f,"Comprei dois jogos de susplat, mas veio apenas um. Qualidade do tecido horrível. Quero exercer direito de arrependimento. ",comprar jogo susplat vir apenas qualidade tecido horrivel querer exercer direito arrependimento,1,0,-21.7664768468313,-48.83154737836604,SP,2018-07-31
ac7db689f10112dd832f1e31295f2289,"O produto chegou no prazo até antes isso foi muito bom, porém o mesmo veio com alguns defeitos na pintura e faltando alguns parafusos. Mais esta ok.",produto chegar prazo ate antes muito bom vir defeito pintura faltar parafuso mais ok,5,1,-23.59798552039933,-46.55547278711988,SP,2018-08-31
56ad6a6aa3b61c0735a929d7fac4d9d6,"Super rápido, muito bom",super rapido muito bom,5,1,-23.693985995008337,-46.70188324132953,SP,2018-08-25
266e95c613ce5c832ed29ca371c6b1ef,"Só queria trocar a máscara,pois eu comprei errado.",so querer trocar comprar errar,5,0,-23.56109093672453,-46.53888007660566,SP,2018-08-23
b436c89965c37975e7bce98cf4477091,Produto ok! Entrega ok! ,produto entregar,5,1,-22.87459850346245,-43.477731000000006,RJ,2018-08-04
736e6aee38884935383d2218e97fba6b,"Estava esperando o produto para festa de aniversário do meu filho no fim de semana. Sempre comprei no baratheon, nunca mais compro... Estamos chateados e não sei como montarei a festa do meu pequeno. ",esperar produto festa aniversario filho fim semana sempre comprar Baratheon nunca mais compro chatear nao saber montarei festa pequeno,1,1,-23.141554810215275,-47.23811647179686,SP,2018-08-31
ee98aab5fe538ee2fff4d682240b1648,Recomendo chegou antes do prazo gostei muito material muito bom,recomendo chegar antes prazo gostar material muito bom,5,1,-23.554079433810344,-46.53324185942636,SP,2018-08-30
00b6d2a442e4e49132990b557f2cf32f,Amei o produto. Super recomendo. Manual de instruções muito facil de entender.,amar produto super recomendo manual instrucoes muito facil entender,5,1,-22.541719708891844,-47.427681190013296,SP,2018-08-24
0d8b0fcefdfd6f8f13af982ade4e6c3f,"Entregue antes do tempo previsto, o produto tem uma boa qualidade.",entregar antes tempo prever produto ter bom qualidade,5,1,-23.651114842510157,-46.75521082321932,SP,2018-08-26
029dc650c7234688f7495553fc7b8df6,Tenho receio de que o relógio é uma réplica ,ter receio relogio replicar,1,0,-21.36235769739203,-48.232975701561735,SP,2018-08-15
03f7b4d427b9c0308b80826929d53f00,Produto muito bom.,produto muito bom,5,1,-22.828654864562257,-47.267296160568925,SP,2018-08-18
79a0b795a7ea5794a524b5fb49f80808,muito bom,muito bom,5,1,-23.59272363197529,-46.6315844403312,SP,2018-08-30
13164d9da17abb1a513eb773bff4f274,Paguei por 2 unidades do Perfume Miss Gabriela Night e recebi apenas 1 unidade.,paguar unidade perfume recebi apenas unidade,1,0,-22.71683928585045,-47.65736585405934,SP,2018-08-29
b6eb9d8944a13a2a25bbd219f346f223,ótimo produto loja tudo muito ótimo.,otimo produto lojar muito otimo,5,1,-23.089034640573622,-47.21441923786709,SP,2018-08-01
d20247dd49d8445c434882163aeb7d20,Eu gostaria de saber aonde esta a minha garrafa da hello kitty ? ,gostar saber aonde garrafar,1,0,-29.16957635052199,-51.164852512339095,RS,2018-08-29
1b480976768790a05e41bfedf0e088d7,Acho que o kit deveria vir com um estojo para colocar os canudos e a escova,achar kit dever vir estojo colocar canudo escovar,4,0,-25.416444206215026,-49.28185035596391,PR,2018-08-28
0c4a202d7d61981cd0e6fba5e212bed7,vale apena otimos preços,valer apena otimos preco,5,1,-23.444148887039063,-46.50655197737896,SP,2018-08-26
eab07d5a0644d08716302d20d4d5d7ff,Gostei do produto e era o esperado ,gostar produto esperar,5,1,-23.541718547319537,-46.64883066180968,SP,2018-08-30
88fbec3a2ace5edb0ff143f165d9d9f0,ate este momento tudo dentro do combinado,ate momento dentro combinar,3,1,-21.36235769739203,-48.232975701561735,SP,2018-08-01
19e2eb31a3f08d2bc158fa313a4bdc71,"Desde 2007 sou cliente de vocês fico muito feliz em receber os produtos do baratheon, sempre que possível faço a propaganda de vocês aos amigos e familiares!",cliente voces ficor muito feliz receber produto Baratheon sempre possivel faco propagandar amigo familiar,5,1,-27.14105704919435,-48.96146112936535,SC,2018-07-31
8828fe9004290b9d29d8ab8cd3472246,chegou antes do tempo,chegar antes tempo,5,1,-23.58667354731954,-46.61242320483004,SP,2018-08-03
2392c8aaad2d18b09f24092a1b979180,procedimento de compra até a entrega nota 10.,procedimento comprar ate entregar nota,5,1,-22.151825919042423,-42.41811005150162,RJ,2018-08-23
9784246ed1d38ebf425d73c444c1fcd3,"Produto chegou em perfeito estado antes do prazo! 
A impressão do painel é um pouco fraca, diferente da foto. 
Os displays são iguais da foto. 
Tirando o painel um pouco embaçado eu indico. ",produto chegar perfeito estar antes prazo impressao painel pouco fraco diferente foto display sao igual foto tirar painel pouco embacado indico,3,1,-20.68604093423175,-50.55347736946949,SP,2018-08-28
833b3c986573e01e8086745ba74fc9c6,Gosteiii! Prático e modernoo!!,praticar modernoo,5,1,-23.584614569248075,-46.60193214931619,SP,2018-08-23
2b8b6ed7fdc7f245ccc8d14682ed79a2,Gostei. Achei um pouco frágil.,gostar achar pouco fragil,3,1,-23.554133203993324,-46.53048959908248,SP,2018-08-26
357a59780322ae188da9ee981ea41767,Nesse valor deveria ser o frete grátis ,valor dever frete Gratis,4,1,-23.556926913670807,-46.6615417904381,SP,2018-08-14
0178494e0c001522d2fa981f6d235cb1,"Entrega super rápida, antes mesmo do prazo. Muito bom.",entregar super rapido antes mesmo prazo muito bom,5,1,-23.51845531779098,-46.53268368206479,SP,2018-08-22
e02d9eb9423bf203d6f0968fe928e927,O produto chegou no dia seguinte !!!!! Adorei !!!!,produto chegar dia seguinte adorar,5,1,-23.50739523980033,-46.74054093839796,SP,2018-08-03
dc15f605b83408579e93f21a31b11e04,"Este produto veio certo, mas comprei uma coifa e quero devolver e não estou conseguindo. Não estou tendo assistência ",produto vir certo comprar coifa querer devolver nao conseguir nao ter assistencia,4,0,-23.50590292645274,-47.46270406757463,SP,2018-08-16
09e939bc63f5878b851f25defc466740,Ainda nao deu tempo de avaliar o cha em si mas com relacao a compra e a entrega tudo tranquilo.,ainda nao dar tempo avaliar cha relacao compra entregar tranquilo,5,0,-23.637285303364266,-46.519363822926856,SP,2018-08-14
886af5818a814f54abb2d845406b0c3c,"A resistência deveria vir uma 110 e outra 220.
Vieram duas 110.
Essa foi a razão de meu desapontamento.
E como corrigir?",resistencia dever vir vier razao desapontamento corrigir,1,0,-23.565986162357948,-46.78504212655093,SP,2018-08-16
221001be05744e6d0e1a2418db44efc5,EXCELENTE,excelente,5,1,-21.7664768468313,-48.83154737836604,SP,2018-08-25
4b58882937eaa2f183c298a5ebe415bf,Faltou a grama,faltar grama,1,1,-23.56625832001269,-46.51841724632121,SP,2018-08-08
9649e60a77b60208b8d190c05c6682bd,O produto veio com defeito,produto vir defeito,1,0,-23.539494799586286,-46.63284391414975,SP,2018-08-23
b005f1c695ee41d53bbfe4210a07e77f," Produto de qualidade que atende a todas as especificações descritas na descrição do mesmo.
 Entregue dentro do prazo sob ótimas condições.",produto qualidade atender especificacoes descritas descricao mesmo entregar dentro prazo condicoe,5,1,-23.60931570674486,-46.8753062213065,SP,2018-08-15
6f29ee0126cd32882dd3264caf2c139c,Produto chegou no prazo... Só não veio o fone de ouvido.,produto chegar prazo nao vir fone ouvir,4,0,-22.88248286955392,-43.0886607547753,RJ,2018-08-11
a5b24f1ebefe3fbe3453c7a64eff0230,produto muito bom,produto muito bom,4,1,-24.026786758814687,-46.49304889148245,SP,2018-08-30
009cfd7eae00f368bfeddd43d43dfce0,Houve atraso de 6 dias em relação ao informado e não houve atualização da data.,haver atraso dia relacao informar nao haver atualizacao data,3,0,-23.38219409935399,-51.95529780691714,PR,2018-08-23
9f817f02ce736e00f678dbea27599653,Chegou antes do esperado e amei o relógio !,chegar antes esperar amar relogio,5,1,-23.651114842510157,-46.75521082321932,SP,2018-07-31
bdfa1487ea97eb465ab115e70d3aeb9e,Produto de qualidade ,produto qualidade,3,1,-23.294709000000005,-51.11458875,PR,2018-08-10
c10778b654f793a4e4a667502e9edfa2,Bom,bom,5,1,-21.22597638634657,-50.459834200386645,SP,2018-08-28
ddc1dc989d0768b006d6a4a0d094c139,Não recebi ainda o produto mas estou aguardando. Aguardo também um feedback da targaryen e lannister por onde efetuei a compra.,nao receber ainda produto aguardar aguardo tambem feedback targaryen Lannister efetueer compra,1,0,-15.791671806721045,-48.125660814493855,DF,2018-08-23
f8632b14ec8c8ea772ff086f3ad15b2c,o produto foi entregue no prazo e bem acondicionado,produto entregar prazo bem acondicionar,5,1,-29.681001176488756,-51.07531051934418,RS,2018-08-23
6fbe4bcf45b3c4248bcc86e6e97dc741,Houve falha nas informações sobre a venda.,haver falha informacoes venda,3,0,-23.55487039661836,-46.5943762934965,SP,2018-08-10
d0014763f94fdab2bd14a0b09277da10,"Adorei,ficou lindo no meu aparador bar!!",adoreificar lir aparador bar,4,0,-23.539494799586286,-46.63284391414975,SP,2018-08-07
30e629b53efe4888efa64332a8f717f8,"Recebi só 1 de 2 pedidos com o mesmo rastreamento,estou no aguardado para solucionar esse problema.",recebi pedido mesmo rastreamentoestou aguardar solucionar problema,3,0,-22.89211739578164,-43.47562901249349,RJ,2018-08-19
21aef6132a32ce3729af922fc6d5689b,Otimo produto para quem cozinha e precisa controlar a temperatura do forno.,otimo produto cozinha precisar controlar temperatura forno,4,1,-22.66272240238052,-50.43776522959186,SP,2018-08-18
6ffc3c425bcd3fe73c0f22650679343e,"Apesar do frete caríssimo, foi tudo bem!",apesar frete carissimo bem,5,1,-23.71992046378896,-46.693208556754605,SP,2018-08-29
a4859fde488b7a8395c6664b95aa0d24,Ainda não usei .mais a loja está de parabéns entrega antes do prazo ,ainda nao useer mais loja entregar antes prazo,5,1,-22.549033360244323,-43.210094724044055,RJ,2018-08-22
8f943565ca162f0c83dc96f86cb11213,"produto de qualidade, entrega rápida, recomendo a todos",produto qualidade entregar rapir recomender,5,1,-22.87815754731953,-48.42619898834323,SP,2018-08-21
caf2d73f07a603dae1236185169ca715,satisfação pela compra e entrega,satisfacao compra entregar,5,0,-29.1962475,-51.180777,RS,2018-08-03
be1e5335dde0a1657ef6e60ee5d7d8d8,Pedido entregue antes do prazo. Tudo certo!,pedir entregar antes prazo certo,5,1,-16.33674884233032,-48.95262089320569,GO,2018-08-02
4d7b88a9dc697e1bb05899e5fd27c354,"Comprei o tapete com a metragem 2,50 x2,50 e me mandaram a metragem 2,0 x 2,50, sendo que no siteo valor dessa metragem que me enviaram está bem abaixo do valor que paguei... ",comprar tapete metragem x mandar metragem ser Siteo valor metragem enviar bem abaixo valor pagueer,1,1,-23.53435725950717,-46.64935629739165,SP,2018-08-10
a28726914fd84bd6e3e20315e38b3e90,Produto entregue 1 dia antes do prazo. Otimo serviço..,produto entregar dia antes prazo otimo servico,5,1,-23.50403914126612,-46.7311139948641,SP,2018-08-14
af64720af4709dc58ac0968da746b3e3,"nao consigo dizer precisamente porque o fogao chegou para meu inquilino e nao tenho contaot com ele, so atraves do corretor. aparentemente ocorreu tudo ok.",nao consigo dizer precisamente fogao chegar inquilino nao ter contaot atrave corretor aparentemente ocorrer ok,4,0,-15.866991460932812,-48.06216204981815,DF,2018-08-14
9b0acf2b361b27b0b11a5572750b857d,Fiquei satisfeito! Recomendo! ,fiquei satisfeito recomendo,5,1,-22.828654864562257,-47.267296160568925,SP,2018-08-17
96140de7242d61a282720c139251d34b,"So foi 2 intem luva e toca. Falta colete tático e não tem código pra acompanha o intem, so informa que produto foi entregue.",so intar luva tocar falta colete tatico nao ter codigo acompanhar intem so informar produto entregar,1,0,-23.7622680628159,-46.46728047262276,SP,2018-08-10
525a0244fa390a30fd190386c9523a8b,Comprei duas pelúcias e só chegou uma unidade. Está faltando a pelúcia do emoji diabinho. ,comprar pelucias chegar unidade faltar Pelucia emoji diabinho,3,0,-19.95661690748416,-43.968436347881045,MG,2018-08-08
1e1a377cb278dff7ab9ffb2dcd76bec2,Amei muito lindos e de boa qualidade obrigado lannister ,amar muito lindo bom qualidade obrigar lannister,5,1,-23.48029674271453,-46.71122495337295,SP,2018-08-15
f3e5336000008854dfd7e495b6170d57,"Primeira compra, espero que continue sempre assim, pontual, zelando pela excelência.",primeiro compra esperar continuar sempre assim pontual zelar excelencia,5,1,-23.71933860892157,-46.5517479343586,SP,2018-08-02
9fddd2907f1325a16aca7b1fcb41119f,Muito bom.Produto entregue dentro do prazo e corretamente,muito bomproduto entregar dentro prazo corretamente,5,1,-23.62358155176294,-46.61056007369148,SP,2018-08-11
fb353716c7cdd55c63877247bd89f154,"produto bom, leve, forte. Facil utilização.entrega super rápida",produto bom levar forte facil super rapido,5,1,-21.16850440882337,-47.79370519233655,SP,2018-08-01
6dd99847696bd453cb369e08a8579de7,Excelente ,excelente,5,1,-22.428725888669057,-42.97556752642736,RJ,2018-08-14
026a25fd1ae986a8fdb60ad90e1b1f98,"Recebi o produto, ainda não usei portanto, não posso qualificar o mesmo ",recebi produto ainda nao usar nao poder qualificar,2,0,-23.43410150291419,-46.55347243450285,SP,2018-08-29
0141189a6944fdf66abd7b0c66687c52,Entregue antes do prazo,entregar antes prazo,5,1,-23.377396999935016,-51.93100618003307,PR,2018-08-28
a0de9a38b1a31959931ed9fe07bcac4c,"O produto apresentou problema no cabo de alimentação de energia, o mesmo liga e desliga diversas vezes durante o uso, nem pudemos testar ele na verdade, optamos por devolvê-lo, infelizmente!",produto apresentar problema cabo alimentacao energia mesmo liga desligo vez uso nem puder testar verdade optar devolvelo infelizmente,1,0,-23.331043778111702,-51.17743350000001,PR,2018-08-16
29fb3aacce77717c3b30d93b6ed72e7d,Muito bom,muito bom,5,1,-23.93465945090488,-46.331065142884974,SP,2018-08-18
5c21268a0f8bae726edb3aa4db3e6bde,"Demora absurda para entrega, dentro do prazo especificado por eles, mas ainda sim muito demorado!",demora absurdo entregar dentro prazo especificar ainda sim muito demorar,2,1,-23.48262344063541,-46.37448952833195,SP,2018-08-10
f85b396f89cd989986f91a34ebc52248,"O PRODUTO QUE PEDI NÃO CORRRESPONDE AO QUE FOI ENTREGUE, TOTALMENTE DIFERENTE.",produto pedir nao corrresponder entregar totalmente diferente,1,0,-27.543786658615705,-48.62567962615467,SC,2018-08-22
767ad55ea7bb234b74e844be386e4643,Excelente produto recomendo,excelente produto recomendar,5,1,-12.895112589380958,-38.33895999999978,BA,2018-08-30
33f7a89948fe047ba1c7850fe3a8ed5f,Produto muito bom ,produto muito bom,5,1,-23.651114842510157,-46.75521082321932,SP,2018-08-11
ec8af1efda3406d127ffdc6a889fb5e6,"O meu produto não chegou, estou no aguarde, o que chegou foi somente a nota fiscal. ",produto nao chegar aguarde chegar somente nota fiscal,1,0,-8.054831577298156,-34.898531076461445,PE,2018-08-29
330e9040c660876775200148d00c93d8,Chegou antes do previsto. Excelente,chegar antes prever excelente,5,1,-25.472734941716197,-49.30563836747645,PR,2018-08-04
f799ecb00090a291d1aed426272d4ddf,Eu gostei muito. Estou muito satisfeita,gostar muito muito satisfeito,5,1,-21.7664768468313,-48.83154737836604,SP,2018-08-10
61906afd83bf8cf700be6214ea530198,Dentro do prazo. Ok,dentro prazo,5,1,-23.38219409935399,-51.95529780691714,PR,2018-08-15
653b2c7b60472ca589776b1a7ca2c0ea,Chegou na data correta. Produto como esperado.,chegar data correto produto esperar,5,1,-23.40802531933689,-46.47133305879546,SP,2018-08-30
74956bc9d08758a1f59cb5fc3435e6e5,"Produto veio com defeito, a caixa do relógio solta,sem parafusos. Quero devolução!!",produto vir defeito caixa relogio soltasem parafuso querer devolucao,1,0,-23.651114842510157,-46.75521082321932,SP,2018-08-24
62b6272a0ac528d7879a85da1075ceb6,O produto corresponde com o anúncio. Aprovado ,produto corresponder anuncio aprovar,4,1,-23.42831529103202,-51.89302878219085,PR,2018-08-03
aa57ca8c1225f5a205e1774f506f92e3,Produto veio oqueveubrealmente esperava,produto vir oqueveubrealmente esperar,4,0,-23.646246311207523,-46.66349868836885,SP,2018-08-01
7c191f1d1e2d45eebc6b4b45668940b4,Bom!!,bom,5,1,-23.51743989953255,-46.48587764709451,SP,2018-08-22
9f3a4d3669adf783fe1dbaca928fd9dc,"Quanto ao produto, nada a reclamar, mas a targaryen que entrega demorou bastante em seu procedimento de separação e entrega do produto, comprei outro produto junto de outra empresa e chegou bem antes!",quanto produto nada reclamar targaryen entregar demorar bastante procedimento separacao entregar produto comprar produto junto empresa chegar bem antes,3,1,-23.57022881903173,-46.78203873576096,SP,2018-08-08
3d36830d26cb7d8849bbfe785cf37aea,Otimo atendimento,otimo atendimento,5,1,-27.14105704919435,-48.96146112936535,SC,2018-08-15
38df60295c11344f0dd213f6a4b55740,tudo ok,ok,4,1,-22.27568678711987,-48.542599749927895,SP,2018-08-04
33af462fed492da991a1176229242946,"Não funcionou, o equipamento não consegue fazer contato com o celular, preciso fazer mais teste para ter certeza, mas aparentemente não funcionou.",nao funcionar equipamento nao conseguir fazer contato celular preciso fazer teste ter certeza aparentemente nao funcionar,2,0,-23.112774381969185,-46.5488845105504,SP,2018-08-21
9ea8962c5e6a97630178629c0a0a7406,Entrega no prazo o produto é ótimo. Super indico???,entregar prazo produto otimo super indico,5,1,-21.7664768468313,-48.83154737836604,SP,2018-08-14
4151a0d50d84e1d7123fa5e47c1f7851,Muito bom!,muito bom,5,1,-23.50869470774424,-46.48672956633388,SP,2018-08-14
2097425ef29affed2f88d144c5cc1fbf,vocês e muito pontual,voce muito pontual,1,1,-25.397971942264448,-49.24103753690352,PR,2018-08-10
036963bd2c4b9a231d2a7079bbba47a8,nao recebi o relogio de parede,nao receber Relogio parede,1,0,-22.87459850346245,-43.477731000000006,RJ,2018-08-14
43ef70582e57b8b504aff95102d7573b,ok,,5,1,-22.599254430886607,-47.37980963550319,SP,2018-08-24
8dd6176ada44da7c91e4c6568d7f20b4,"ainda não testei o produto, mas a entrega foi rápida. obrigado",ainda nao testar produto entregar rapido obrigar,5,1,-23.51937483109403,-46.19269037743349,SP,2018-08-11
579d9cc52cad5a36236863822e5b8237,"Não recebi ainda os produtos por incompetência dos correios, não tem como avaliar da maneira que vocês pediram. Acho que vocês deveriam mudar a pesquisa. Tipo: se não, Porque?",nao receber ainda produto incompetencia correio nao ter avaliar maneira pedir acho dever mudar pesquisa tipo nao,2,0,-27.14105704919435,-48.96146112936535,SC,2018-08-18
824aef8fd64a074a7aa8221bec79d71c,Produto com caixa violada e amassada. O frete mais caro que o produto. Precisa melhorar bastante. Pior que nao foi a primeira vez.😠,produto caixa violar amassar frete mais caro produto precisar melhorar bastante mau nao primeira vez,1,0,-23.543135968636395,-46.62371555453289,SP,2018-08-15
2f058a24a72255fd26b95cf3f16677ec,BOM,bom,4,1,-23.58667354731954,-46.61242320483004,SP,2018-08-09
725645c874004c10ba0f02ccc0175f73,"Produto excelente
",produto excelente,5,1,-22.541719708891844,-47.427681190013296,SP,2018-08-14
bf2a6ad82c141f739eab20263ab41b32,"Recomendo, veio como na descrição, perfeitas condições, mto bonito o produto.",recomendo vir descricao perfeito condicoes mto bonito produto,5,1,-21.808017,-49.62064949999999,SP,2018-08-21
925ad67dd3b74050968e851081e6fd03,Estão Todos de Parabéns. ,estao,5,1,-22.92991227115403,-47.07189552530681,SP,2018-08-12
d9bb420cf30481fbc0093cbea4bd0417,"o investimento não e caro pelo beneficio, ",investimento nao caro beneficio,5,1,-19.4780955431646,-42.55679483097696,MG,2018-08-14
c24509442920e9e7d7cfa45975381d20,A cor do produto que veio é totalmente diferente do da foto. ,cor produto vir totalmente diferente foto,1,0,-23.45088569608748,-46.54498377407813,SP,2018-08-23
96613f47ed50fd39f90e5dbda255ccca,"baratheon arrasou novamente, entrega produtos excelentes , de qualidade e dentro do prazo.",arrasar novamente entregar produto excelente qualidade dentro prazo,5,1,-23.59539756425642,-46.55163738273989,SP,2018-08-21
afbef7d05202865c6b8b3532514e90bf,"Super recomendo, chegou antes do prazo estimado.",super recomendo chegar antes prazo estimar,5,1,-21.36235769739203,-48.232975701561735,SP,2018-08-09
b923c2ebc0725c3149f26b85b6b1a2df,"Entrega rápida, material de ótimo acabamento.",entregar rapido material otimo acabamento,5,1,-27.543786658615705,-48.62567962615467,SC,2018-07-31
e884f18df1f1eaf5cd40c370ca2d7387,"Sem previsão de recebimento, a lannister deveria não fazer qualquer tipo de negócio e prezar pelo clientes da lannister que são fiéis.",previsao recebimento lannister dever nao fazer tipo negocio prezar cliente lannister fiel,1,0,-21.799403368591747,-46.50732673145176,MG,2018-08-10
32a72e3422896b2ece717fb268d3256a,"O produto chegou no prazo, porém, o tamanho não serviu em minha máquina Brastemp, conforme informado no site.",produto chegar prazo porem tamanho nao servir maquina Brastemp informar site,3,1,-19.941877521944868,-44.11327370697121,MG,2018-08-22
a336dda3724fd22c34bb81b857bb6386,"Nota 10
",nota,5,1,-23.693985995008337,-46.70188324132953,SP,2018-08-24
b983079b8107c89a10f9a7c373d24c73,"Sempre compro nas lannister e não tenho nada a reclamar,tudo perfeito.",sempre comprir lannister nao ter nada reclamartudo perfeito,5,1,-20.80243626346376,-49.39562406741489,SP,2018-08-30
b628128ab3bf0f937ec36ddeb09698e6,"O pedido seria entregue até 14/8 ,mas até o momento não recebi",pedir entregar ate momento nao receber,1,0,-23.939318620030072,-46.30539278864907,SP,2018-08-16
c0c1a27e21e4bc9475d8b555a7b06f78,Até o momento não recebi e já estou pagando ,ate momento nao recebi pagar,1,0,-20.721937677884224,-42.86601159708953,MG,2018-08-19
58c10ad58a16944cab78497350279b32,"Eu recomendo, tapete fino mas com pelos macios.",recomendar tapete fino macio,5,1,-23.552456794881493,-46.78012559033992,SP,2018-08-29
eca812371789e4981016eb14649a9fde,"Entregaram o produto no prazo
Produto é como descrito...",entregar produto prazo produto descrever,4,1,-12.895112589380958,-38.33895999999978,BA,2018-08-10
b48cd697a30047c80e8a43e81834c76a,CHEGOU NO PRAZO E SEM NENHUMA DISCREPÂNCIA.,chegar prazo discrepanciar,5,1,-23.50097763469062,-46.62712333406575,SP,2018-08-10
6b1678d9ffc37c6016a8c2f73f2a4446,"ATE HOJE AINDA NÃO RECEBI MINHA MERCADORIA, ESTOU NO AGUARDO.",hoje ainda nao recebi mercadoria aguardo,3,0,-2.546079233971952,-44.3089863702464,MA,2018-08-09
1ebe986ff069b1ed4ecdae8c9f92500a,Muito satisfeito a minha mulher adorou,muito satisfeito mulher adorar,5,1,-22.71683928585045,-47.65736585405934,SP,2018-08-16
50f39f4890f1b4040c9b011caff5074d,Gostei muito do produtor ,gostar muito produtor,5,1,-22.936378144309987,-43.32533727849932,RJ,2018-08-23
d5cfb5a153d532821440086750c51741,Bom,bom,4,1,-22.88248286955392,-43.0886607547753,RJ,2018-08-25
45859e8c037ec1c34cfcd9c09dc07d9b,O produto ainda não chegou.,produto ainda nao chegar,1,0,-23.59798552039933,-46.55547278711988,SP,2018-08-02
3ff5fbe4ff46f1a3034b6dc10d676f93,"produto perfeito! Atendeu as minhas expectativas!!!!
",produto perfeito atender expectativa,5,1,-23.022733959878504,-45.55651892606318,SP,2018-08-08
230856578b72bfc35230557ef3407d0c,Ótimo produto ,otimo produto,5,1,-23.576447493479133,-46.50490442200933,SP,2018-08-22
967afd379363fefb9aac8756fe6cedb7,"Não temos um rastreamento eficiente e não sabemos porque não entregou , outras lojas que comprei sempre foi entregue antecipado , portanto não gostei é compro com vcs Diogo.",nao ter rastreamento eficiente nao saber nao entregar loja comprar sempre entregar antecipado nao gostar comprer,1,0,-2.546079233971952,-44.3089863702464,MA,2018-08-16
ca0161842bfb1a23616c4dd04eff951e,Pedi o cancelamento e mesmo assim me entregaram o produto. ,pedir cancelamento mesmo assim entregar produto,1,0,-16.7130367660346,-49.30127628290576,GO,2018-08-29
44b54e6681f45ebb58852130b68b194a,"Muito bom e rápido
",muito bom rapido,5,1,-23.25718023729017,-47.35604676504709,SP,2018-08-09
a0849645a25d7dc93558d3365e018b38,"Gostei muito , entregaram rápido , antes até do combinado muito bom ....",gostar muito entregar rapido antes combinar muito bom,5,1,-21.123005689422374,-48.94945781487678,SP,2018-08-17
d1e6f2e58e2ee426ebfe6f253867a869,"Veio o copo errado. A lannister vendeu como
Copo de 470ml e veio copos de 400ml",vir copo errar lannister vender copo ml vir copo ml,2,0,-23.45088569608748,-46.54498377407813,SP,2018-08-24
9158e50778cc2090f55228afe8e7fe81,Muito bom ,muito bom,5,1,-21.7664768468313,-48.83154737836604,SP,2018-08-10
43342ac2ebc87d4c1ab43b29e5e41c43,O relógio é ótimo e bonito,relogio otimo bonito,4,1,-23.68008452677597,-46.62410537301638,SP,2018-08-07
4120d0b4c8f1039f77221fd770067320,Muito satisfeita! Excelente produto!,muito satisfeito excelente produto,5,1,-21.7664768468313,-48.83154737836604,SP,2018-08-24
b9e9142ded6c8cf6f518d637333a7910,Chegou certo.,chegar certo,4,1,-23.651114842510157,-46.75521082321932,SP,2018-08-28
e87df074513d39113a51d6b558e72248,recebi antes do prazo,recebi antes prazo,5,1,-22.93781597002137,-43.17619884430715,RJ,2018-07-31
2a1ee3533e2cf6a79f13e12b5f51faa7,ótimo produto,otimo produto,5,1,-23.93465945090488,-46.331065142884974,SP,2018-07-31
a5eb5e72b7a7ae4fc1b5844ca0d4364c,Então entendo que o produto é chinês mais veio com vários defeitos tipo riscos na pulseira mancha preta só que não tenho tempo pra ficar trocando obrigado ,entao entendo produto chines mais vir defeito tipo risco pulseiro mancha preto nao ter tempo ficar trocar obrigar,3,0,-23.651114842510157,-46.75521082321932,SP,2018-08-10
b159537529e8c236741ec4f65b128e10,Tudo de bom.,bom,5,1,-20.415339248383304,-42.89153741877715,MG,2018-08-03
1fe91a7d2d97dd894d4220b745366071,"Chegou antes do prazo produto, produto chegou perfeitamente!",chegar antes prazo produto produto chegar perfeitamente,5,1,-22.438121280598992,-46.973524736049406,SP,2018-08-02
ecb4985423d45baa136756279b4098dc,Recebi o produto antes do prazo que me deram e veio igual ao anunciado,recebi produto antes prazo dar vir igual anunciar,5,1,-20.8170171874536,-49.36425413438004,SP,2018-08-17
4522252e61df482ee556494c6b5a8246,"Vendedor confiável, entrega antes do prazo estipulado no anúncio e produto conforme anunciado.
Recomendo a todos.",vendedor confiavel entregar antes prazo estipular anuncio produto anunciar recomender,5,1,-24.026786758814687,-46.49304889148245,SP,2018-08-04
bc70ffd3352c5c31ae8c07a12c49e9d5,"Ainda vou vê se chega a tempo marcado
Aguardando minha encomenda",ainda chegar tempo marcar aguardar encomenda,1,0,-19.5921849600698,-43.90098205233704,MG,2018-08-28
f591cf7f2ec89890f7aa94a87ad00a64,B,,1,1,-30.00731246906908,-51.19422244408211,RS,2018-08-17
ac4fb82453021f89d2c70b2fe208f92c,Faltou o produto coberdron de solteiro.,faltar produto coberdron solteiro,1,0,-21.7664768468313,-48.83154737836604,SP,2018-08-11
