review_id,review_comment_message,review_score,sentimento_predito
b5cf2fb00c430d325ffc7feacd5ba141,rodinho base produto nao fixar bastar empurrar arara roupa sair eixo colar,3,negativo
2385bc600ff8319e9029edab3f0c19e6,comprar cartucho tinta receber apenas cartucho,2,negativo
9e038041863f149240bb866e11316fee,boneco chegar defeito,4,positivo
3bc121f90814d85b77ca7ad78116c075,perfeito,5,positivo
fad026f4c776f5cac4003ba97241f768,amar site super confianco,5,positivo
90f4f4b58ec2f4b75ae779f21ef7b5b0,achar entregar pouco demoradae especificacoes escrever site nao sao igual produto,2,negativo
77e202ed11284e75f0b1c08efb943bb1,produto entregar prazo,5,positivo
cf04f06fcf9a20f93ecb1e1d4ed61316,produto otimo qualidade adoreer falar fiz pedir dia ja chegar super recomer,5,positivo
bcf9280c556fb9e0a1872236d93ed622,chegar dia prazo,2,positivo
4ae27b71d52f5e00dfd42d7a2e555077,super recomer muito bom produto chegar perfeito,5,positivo
3cdde0fb6645de6ac57a8c8ee4955762,recebi mascara nao recebi luva,1,negativo
8bce7bce595e8cec46cb9ec17b918708,entregar dentro prever satisfeito,4,positivo
c8ab2a6e0022e1db1f92e4bfeb57f724,loja recomendar,5,positivo
841807f147d85638ae9cec15dbd59e99,ir ate correio retirar produto so nao fiquei satisfeito motivo alegar nao recebimento destinatario ausente moro apartamento sempre ter receber,3,negativo
f938a8b277f5f30bb8a02499ba51733c,anunciar,5,positivo
8abf5b38477366893695372ab160f0a6,produto chegar prazo obrigar,3,positivo
a33264ab051bcbeae05d8a4150646aaf,recomendomuito bem atend compro sempre lannister recebo data prever ter vez comprar liquidificador vir quebrar devolvi loja mandar apenas semana recomer,5,negativo
3f4836ae3b475bb81d38f935aad817ef,servico excelente mercadoria entregar antes prazo informar,5,positivo
1de55f8bb23ecbf7b812689d82b19eab,bom gosto dever especificar bom produtostoalhas muito fino,4,negativo
4048b81e0de31798b68dcdb9bdf63bb0,querer dinheiro voltar,1,negativo
e531cf1aebca7e96e2e55a08b44c0e2d,entrega parcial recebi somente itemfaltar jogo lencol compra site entregar efetuar pecar verificar ocorrer informar receber item faltante,2,negativo
b3d212192c38a2cb7bb65c65e990d204,excelente comprar paguar Recebi comprar prazo marcar,5,positivo
c598947b5a794839306c37a2b67e40b6,ruim fiz compra dia nao dia ser cido entregar dia apressar produto ja prestes dar luz esperar,2,negativo
4ee57350880116220a2070558e1f0dd9,muito bom entregar antes prazo empresa continuar assim,5,positivo
d6de9b9a11c919860b73e5b421d1ec46,recebi produto data programar facil montar muito pratico pendurar roupa sapato so aguentar quantidade pequeno roupa,4,positivo
12a5d9a66bf49847517d9992ea82cb1a,ruin nao produto comprar lannister recebi extensoes cabo hdi,1,negativo
1c6c0d74932ff644f53ebfb109dc797a,prazo otimo,5,positivo
4083fe369904efc34440c30a32223b66,enviar modelo descricao produto falar avaliacao baixo aguardar troca,2,negativo
2dcdb9dc5d3b394d7ac5aa84ecdcf8fb,recomendar loja atender expectativa muito obrigado,5,positivo
16561345af89c9e66c13a051f4f15d65,kit comprar ter modulo vir mandar Mail fornecedor agora nao obtive resposta,3,negativo
d17de38a6ff6336bd3bbfa51138a07dc,otimo entregar antes prazo prever produto correto,5,positivo
66b7b7c200a3fa372cbd01606bba551f,entregar atrasar momento nao entregar produto,2,negativo
f827ad18b1b440f0761dcacb5a15dbe4,entregar faltar produto comprar produto adesivo parede estoscopio recebi produto esto faltar adesivo constar recebi site,3,negativo
0123950fd29373d9f927a03e43ff54b9,recebi antes prever,4,positivo
d2a09ac205127f576265837b686126c4,produto entao nao chegar nao,2,negativo
31c316d940602f271df92e36cb394909,loja eficienteentrega correta antes prazo,5,positivo
f8a6fdb0516828df18a35f9cc92ff935,poder mais discreto anel dourar,4,positivo
d573898695636dda3c907a21f1f562d4,satisfeito parabens excelencia,5,positivo
c17313e12fd50d4a5fae593807c89ced,muito bom atendimento envio mercadoria prazo correto,5,positivo
f012ecf9f56e5583ffd65a12c62ff363,muito eficiente parabens obrigar,5,positivo
ffe782f0d3400457f3ca2de30c0ba2f3,bom mais comprar voce,5,positivo
1392fc78e118d3a5b12af0d2e7df3780,comprar paralama carenagem farol tornar cor vermelho so entregar carenagem farol paralama nota fiscal contar produto,1,negativo
cc1411d93115abff5b8d5c5dc4407cee,parabem servico,5,positivo
9ad99505b50211454c004ed34259f433,relogio falso dificil acreditar loja compartilha picaretagem,1,negativo
4dac3f415072e7d5a01b1e207da78123,Vidro muito bom produto chegar antes prazo,4,positivo
66d5f9807356b9578b99d807cef028b3,assustar comprar bom q fiz bom barato rapido chegar bem antes prever,5,positivo
61a8b8e1fe962efe9aacf0ff47a840c4,produto maravilhoso demonstrar site chegar ate antes prazo final,5,positivo
ffdbc535c95815792eac51cbc5ae61ec,chegar antes prazo recomer,5,positivo
e104c66051f1ba26973ffb9c2b05883c,recomendar,5,positivo
3bd8d66a6543e4d182d2c08c3a1a0319,entregar prazo produto embalagem perfazer,5,positivo
17592266cd3216a98665ebfd6365843a,nao recebi produto,1,negativo
86dd062c5ada2f0d43c725e6563bd8e4,produto nao funcionar,1,negativo
357adc18fa982ae01ac4b92a18395894,produto nao conferir produto entregar nao igual exibir fotografia quando abri montar achar prateleira pouco estreito depois resolver comparar foto online constatar produto,3,negativo
1265e727264e2bdc5dea6c6df4567ce9,adorar produto perfeito melhor chegar antecedencia dato entregar cliente ano lannister recomendo loja parceiro targaryen,4,positivo
6b253733d2fa71629968b6408a1703f3,lustre lir levee facil instalacao ficar charme sala super recomer,5,positivo
bc6e65a48ba957c9f37e3c32dc5ead8c,bom produto,5,positivo
a0137474494984c43bf0a37a5d1b9a9e,recomendar vendedor todosclasse,5,positivo
b228c865265acc833f0de3447b5981a4,rebotec produto chegar antes prazo muito bom,5,positivo
3b6d3f0e034fcff7497e3574a5d917f7,ate agora nao recebi comunicacao reclamacao fiz nao funcionamento aparelho defeito,1,negativo
765ba204ffdc662f5bc54651edcfb0a1,pedido anterior receber somente ultimo compra nao entregar ainda,3,negativo
5d23e70b0e86c8a042a6c5a53a209238,produto muito fraco encaixe ruim soltar sozinh dificultar diversao,3,negativo
718867adcfa587a171f8f3082f07ae36,produto esperar nao ter otimo senso praticar contar colaboracao tecnico nao comprar vir todo desmontar cerca peca detalhe dificel montar,4,negativo
930d5897073dd197d762f3e005396fa5,otimar custobeneficier muito bom produto cumprir prometer,5,positivo
5303eaf249f1a27c9ed08c4580dbf5da,produto muito bom material otimo entregar prazo correto satisfazer,5,positivo
d314d19ba53584a9b74c775a248ac6bd,satisfeitar aguardo pedido,5,negativo
e5171c440330cfd8a31cebacc2dab1b1,adorar produto chegar prazo superar expectativa recomer,4,positivo
8d79b270b73395986d308656b27fb66f,produto muito bom rapido entregar super indico,5,positivo
8136edc6997e78d052bc6b0ee1f93445,dia nao ha atualizacao status entregar produto dever chegar dia agora nada ja entrar contato vez nao obtive resposta descaso cliente,1,negativo
96a3f13b17820de33189923b61fbc9e8,super recomendo amei pedir entregar bem antes prazo certinho vendedor otimoobrigar,5,positivo
385a2515649e1475deb6a0d8dbe82923,amar dentro encomendar prazo,5,positivo
b1f2a2a40e12bd7308a5ebd1c878749c,chegar casa esperar otimo logistica,5,positivo
420d5ecc5bcb6367d1c9d81ff6eb13d0,entregar super atrasar nao receber ainda produto nem dar satisfacao nada,1,negativo
0a96b099839b7f8f65ad0d0b958f2db1,produto muito bom porem sistema nao corresponder produto falar nota fiscal,3,negativo
025820f7c9c017496a2ed2490786b885,super recomendar produto maravilhoso caro porem muito bom ontem p cachorrar puro pulga usar nada resolvir hj pulga corpo adoreer,5,positivo
21d7fa60f781a98de43940c2573d07ee,super recomendo entregar produto perfeito,5,positivo
aaefc3d18519609875066f6b024a039d,ate momento nao chegar produto informar lannister estar entregue aguardar posicao respeito,1,negativo
e796844eed64680dd929caea495f45e4,recebi antes prazo amar chegar comprar otimo estar pontualidade,5,positivo
57788d78e31b3d1b07b279915b3a0098,otimo atendimento entregar antes prazo,5,positivo
5a52d9724ba2d978548352fd339709a5,pedir cor azul marinho vir cor preto bem quase igual deixar la trocar bolsa dar trabalho comprar grande valor nao valer pena,4,positivo
40b2a0c56577e2e8ac3cbcadc8227fcc,entregar rapido certo compra,5,positivo
31bdc52857f8f7dcfd20484ee64c6e97,entregar rapir produto boa qualidade recomer,5,positivo
3140445381c13e7253f78e3cf4609e59,bom qualidade,5,negativo
c472e9dc0aeffbd5bb5cae75a8f10ac0,relogio comprar replicar original,1,negativo
5e4545e9175603dd6800ca50dfb01adb,prazo entregar muito longo,3,negativo
ec2b5d9e4129b92e5862d52ef0b9c16d,dar certo haver so demorar correio,4,positivo
97a1e24c2ae1fa7f655f817c0010cf8b,ir mês compra agora nada produto simplesmente pessimo nao recomender,1,negativo
ff6b74f72e5b7dbda34afd548975a9d1,produto especificar anuncio chegar ptazo,5,positivo
58895020ac6c708611d3b9fdadf0b644,nao saber lannister resolver usar proprio nome vender produto loja descompromissar cliente nao responder email reclamar atraso faltar atencao,1,negativo
25c56bfc11ede6cf8f810f659ce89f5e,produto lir leve,5,positivo
16728f3238713050226dbe9e2c72489d,nao comprer produto nao funcionar manual instrucao,1,negativo
b1962ef690c2adec631839b04234dee5,recomendar otimo,5,positivo
4d9738ab27699a838912b7aebf9dba2c,comprar produto passar mais mes nao recebi tentativa ver telefone email nao ter retorno protocolo cancelamento posicao deixar muito desejar,1,negativo
bfb4d7f7e81154ccdccb9ac0edbfa2bd,parabem atencao cliente,5,positivo
d63ca21f7dea5e205b17303f92327b1e,buscar correio grande peso cadeira carregar casa,1,negativo
a061791c0bec3f4862936b05668466fd,decepcionar perguntar quando irao entregar mercadoria ja pagar,1,negativo
d4e3e93091514009a52f4f4136c71d85,comprar produto paguar frete encontrar correio buscar absurdo paguar frete receber produto casa,1,negativo
3c5c225f3e14dd8b0d4e3997b4978401,muito bom,5,positivo
835377822c2f024df8ef8364caf9d08f,haste anunciar preco abaixo mercado,5,positivo
c4eed7db85988e9d1e2555d18738fa16,receber pedir dentro prazo estabelecer,5,positivo
8dedb1f262d25bd0d1d0d41b9e1cc085,ok,5,positivo
d3326d58985f61faf6b5e61e07d58cf0,sempre comprar lannistercom nunca ter problema entregar informacoes compra etc nota,5,positivo
6754ae78f9c749855f7048389e4eae18,excelente produto muito lindo amei,5,positivo
fe77384a933e160d77e22161b651ca4f,parabem entregar rapido,5,positivo
9d9b73fdd6fc63769748541d39f4f524,qualidade razoavel produto acordo valor nao gostar embalagem praticamente nao existir,4,negativo
c3c4df5b38b364688ef8ac954322370c,produto entregar antes tempo certinho garantar top top mesmo,5,positivo
5d453a5d4920cee385167c30dc56e159,Free duplo compared lenses differente ai cobrar taxa entregar entregar caixa burrice sistema sair cara entregar corretamente,3,negativo
595153d0ede7fe36666e79f4ce94edc6,produto combinar,5,positivo
c0bf113ee3ad4096a9eb80b9741770ba,muito rapido entregar muito rapida produto muito bom preco pagar,5,positivo
dc2f83e182b5fe68a8f0ba9b26d3cef5,chegar antes prazo gostar muito,5,positivo
259d7e24fdc165eca679122592e62d41,fiz pedir unidade receber somente unidade nao saber produto enviar separadamente ate momento nao recebi unidade,3,negativo
2010ff9e41c504563f2ec143a608da21,adorer comprar nunca ter problema compra,5,positivo
ac4978bdd301bfa2db4b613adbb66e19,comprar patim dia hoje nao receber filha ficar presente natal nao conseguir entregar aguardo produto dinheiro voltar,1,negativo
fd1b710bdb63fd4f49ddf3dbefcb2748,amar lousa chegar bem antes prazo,5,positivo
95f20f40c3c43a3dac64d58c92ae543b,recomendar,4,positivo
7b0c20442c1650bba420204b5603d8ee,entregar rapido muito bom experiencia,5,positivo
55acf0d165951badb7447466eb7321b9,gostar produto entregar super rapido,4,positivo
a52cdced4212c7150fa11fe04d4ab729,excelente prazo agilidade cumprir prometer,5,positivo
38e52d378b8ce17963ef0f8fbea7c186,gostar entregar antes prazo produto vir esperar recomer,5,positivo
e806ff3ab3e81aab18851a7c190b5899,excelente muito obrigado otimo produto,5,positivo
753acc374192455775c1c46f4d600512,produto perfeito dentro esperar,5,positivo
29885b30477705f1d9c8b140dc36b963,nao esperar,2,negativo
9e62432358841c9b5857d463ba3a62a7,produto muito bom otimo qualidade,5,positivo
3af0c84579dd7573c098da99a26dd1d7,bom dia insatisfeito segundo compra ser entregar ate momento nao receber ja terminar pagar mercadoria nao entregar,2,negativo
156e9ca1f645798e0ddf64dfa79566cf,recebi apenas caixa unidade pedir caixa,3,negativo
2b4af363fa3c84231fa8adb041594323,ainda nao testar site confirmar originalidade,3,negativo
b0b62e2fde5204bec277ebc5713116ea,produto maravilhoso entregar super rapido,5,positivo
d476cd68b2547ab44898a71cb123b45a,gostar,4,positivo
98662a66ec236310fd4fbc1786b0ec57,produto receber antes prazo otimo qualidade,5,positivo
bcfb4a6b627aa3ca1ac77a8365a8e5e8,ainda nao recebi produto,3,negativo
7a7a26eae4e8fe06bf3515cb8d8bca1b,empresa nao entregar produto datar nao entrar contato cliente nao responder email ja enviar time pessimo,1,negativo
ac36bfd5c5f80019934c3ca91516bb35,cumprir detalhado instrucoes prometir,5,positivo
28f8ec77a7073f391062fa365d7cdaf3,produto baixo qualidade camelo custar valor pagar achar produto americano,1,negativo
35700f2e4d5151b4ba15015f37f76536,satisfeito produto adquirir,4,positivo
a27b9618826c2d3ebd325038fa9459c2,loja entregar prazo mais produto nao esperar site dar entender diferente,2,negativo
664d39d0cf7de7cae919c48bc79e690d,recebi produto correto nao fiquei satisfeito relogio muito pequeno parecer crianca,4,positivo
0f796638e2113acc489d81f731762113,satisfeito compra indico,5,positivo
c4ae73e7b15db34aefa27664e457cd3b,produto muito bom,4,positivo
94bc13b2bc68241b1293527b285e0a06,muito bom comprar relogio dia ser entregar dia extremamente rapido,5,positivo
56097c767781640478e1b6b200389a4e,produto errar,2,negativo
172f7b6d686d828fde80e96705961576,produto bom dia nome ainda nao recebi produto peco posicao ja fazer tempo comprar saber devido greve caminhoneiro parar,3,negativo
c25db86457ffa01137533f8d60283ac6,segundo vez tentar comprar loja pedir nao entregar prazo,1,negativo
58f95cc44a9a5251075554431cf00377,compra otimo produto,5,positivo
f431a3fbd3af7f664fe7aa2f910c8995,satisfeito,4,positivo
11921689e99ebd61010d1474c07f0261,produto otimo custo beneficio agradavel p presente,3,negativo
00130cbe1f9d422698c812ed8ded1919,cartucho original nao reconhecer impressora consequentemente nao funcionar alem chegar atraso mais dia prever preciso trocar,1,negativo
7415f25e60adcc252fa6db47c6914c20,entregar rapir produto maravilhoso,5,positivo
40ac4ecc48f86019f2fdc9bdb1e35d06,gostar rapidez entregar produto,4,positivo
f0fba7c0175b15de6421b036db026595,recebi produto antes prazo entregar super rapido otimo produto,5,positivo
dd093426fbb6f0b57411d21c0423a5c0,produto defeito cartao Memoria nao funcionar celular aparecer corrompido computador reconhecer,1,negativo
fa76acc8c83131372304f1bc00fb21d5,apenas obter informacao errar comprar produto fora geral quanto empresa prazo notar,3,negativo
9c5ec0234526bc66e6d1dc18b975e0bf,piano lir chegar dano,4,positivo
d76ebc430f1f20e5d6d9860feb105552,nao funcionar tecla nao recomendar,2,negativo
3be8f8db4a1b403413926920253511d7,super recomer,5,positivo
103971ee4369e09b85a09012129cd3ed,muito bom,5,positivo
d1edb577ae42a8ae774cf6890dee86fc,produto fora validade shampoo seco recebi compunham kit comprar vencir data validade solicitar ressarcimento valor pagar,1,negativo
68f44e4410366bf28cab3b8dac819028,recomendar otimo site chegar muito rapido nunca ter problema,5,positivo
24ad47a692fb30418e0416fc6c6aaca2,atingir expectativasparabem,5,positivo
83fd0151bb36e222605b9748d2ac2b17,muito bom comprar lannister,5,positivo
8062dc2d7dc81de330414b01fdb03fe5,recomender produto muito bonito qualidade,4,positivo
315b83bf83aeb43624f958dcb1759cf9,apenas observacao descricao produto dizer q recebi algodao somente sentir enganar nao comprar novamente,3,negativo
272f9be02a082ef271640910aadbce39,muito bom produto,3,positivo
600193c5944d1c002925a92455b1b9cd,produto entregar corretamente muito bom qualidade produto,5,positivo
66ac957dce1b65fd07085826fc9fcf8e,pleno satisfacao,5,positivo
4b7a3c220496c1b9cd1530e7bc29bceb,embalagem nao original hydra faltar borracha vedacao tampa,2,negativo
7a19b0995f31b7db5b6544d914faabf2,otimo vendedor rapido recomendar,5,positivo
a9919122631db4185e566eb2ce206a96,perfeito,5,positivo
e336841d44687fd3f390d056f9cecf4b,recomendar,5,positivo
9c6d18857f6da5197310e34fadddb753,bolsa simples mais bonito chegar bem antes prazo ok,4,positivo
b2d03e4b730e0b8edb648ecd754a0eef,avario embalagem restante,4,negativo
37825762b4125e62b54e0c8f65595de6,produto chegar bem antes data previsto fiquei satisfeito,4,positivo
01b5e6a977e4c186e405f7dc6fc98764,chegar antes prazo super rapido,5,positivo
3ee35128115fb68bf4f87111c304cfd8,entrega lannister sempre muito rapido referrente produto razoavel,3,positivo
40733a69a87054c071f55be52816cc52,entregar rapido recomendar,4,positivo
c0b4abb3964f7d2cd7f23cd193bf0822,produto chegar antes prazo esperar muito satisfeito,5,positivo
4b35c61bbc9fd6452ecd8bd3fc62b7e0,muito bom otimo entregar rapido,5,positivo
77e7959d15917863373b6a6fbeba5135,comprar kit tesoura so chego umaestar aguardar resposta saber qd receber produto completo peguar nao so,1,negativo
9f6f9a9f0ea344f6c6d5fa8adbcca548,muito rapido,5,positivo
69228c9ea08f4e0d8b591cc2309f4a5d,atraso entregar,4,negativo
086e90e4e6d42382a76c50a2eaf42f24,certo compra,5,positivo
e85eba22bb39990713de5389752824e3,enquanto haver explicacao plausivel produto entregar,2,negativo
f2859ce57dd77721e2670da0e2e244e3,otimo compra muito satisfeita produto entregar antes prazo perfeito ordem,5,positivo
6c384afa669f4543f4c7f0eb9429e88b,rapido entregar gostar muito lindo facil entendimento,5,positivo
f3464ed9bad2d83b8b5541d4e5ded9f6,gostar ficar bom querer ganhar brindi,3,positivo
1a280b5e507e8bd476201ea2be5202c1,excelente otima Mercadoriachegou antes prazo recomer,5,positivo
44f7482ffa6b98bc55f68fd6452cb308,Fabricacao origem produto qualidade ruim hora comprar nao ficar claro tratar produto origem pirata qualidade ruim,1,negativo
6ad74c086c55301d6280d3be8ad297bf,bom tarde lojar muito bom confier,5,positivo
423b99350e9f4b60420ad8abc08e4ca4,produto parecer bom acabamento bomvamos ver durabilidade,5,positivo
ff21d9d0b039135bba78b4407c8cc109,excelente produto so comprar mandar devolver pena querer logo,5,positivo
588b6e91b1c2aaff5c1aa72bafd2a163,Muiro bem atendir,5,positivo
21434e4016a2f149f7ae72c68b07b8e5,muito bom aparelho fase teste ainda,5,positivo
bce046500b544094120494097078ff26,recomer maravilhoso,5,positivo
a2855f2552a270faa4bec1c88fe8d2e2,nao recomender nao produto visualizar nao comprer mais nada,1,negativo
52b077340b54d3f027d8864061539b98,loja sempre pontual recomer,5,positivo
fd8872f88dfafb27777221af15aa0ac4,produto muito bom preco justo entregar prazo,4,positivo
eba7c75a66666d5b6f2104fee449f39a,entregar bem antes prazo produto excelente qualidade super recomer,5,positivo
60f540f644bbeaef64d5a668a2912deb,compromisso,5,positivo
4831a94f168aefe010b3442dc3a72046,hoje nao encontrar site responsavel cumprir norma antes mesmo esperar,5,positivo
547a3a6d21d6af57194676fdd8ce92e7,entregar bem agil,5,positivo
a862bf72d51efa0d1880ce7e0a7ddf1a,ainda verificar atendimento quando precisar efetuar troca resolver problema referencial atendimento,2,negativo
2d40ef8f487eac6517166791672d1cce,bom bom,5,positivo
ea5f7240e4efbdfa126abf4a8e9988f6,otimo loja bom produto,5,positivo
388d0584caf7a075f6c8bb6e67d7e00b,top entregar muito,5,positivo
9794aed9033411e7fea48879d40b58d9,otimo gostar muito site recomendar entregar dentro prazo responsabilidade,5,positivo
895ce950bcc9202329e60a3258c294a0,fiz pedir agora chegar aguardar retorno pedir produto bom qualidade,4,negativo
5203a5dfd82a6ca3e9b03c4fc6be6640,loja bem sincero venda opiniaor recomer,5,positivo
9c99ac9f3ab49e2083d1d4cd6c9ebbe4,super recomendar produto entregar antes data estipular,5,positivo
1bb8739fea23a5a39057583b66d45cef,chegar prazo combinar satisfeito indico loja,5,positivo
86e7dfdbaa74dce74de7072aae43fa3d,recomendar nao arrepender,5,positivo
60db274b0cd3f806710b6e1f2eeb5a60,praticar bom,5,positivo
ac04dc0ebbb83861f4b0d861516cc8b1,loja correto produto chegar perfeito estado,4,positivo
8426170ecc3b099c443fb92e3314f6f5,gostar bastante comprar loja recomer,5,positivo
110396e9a5d82ba82579dfa6fa68f7e1,entregar rapido eficiencia recomer,5,positivo
927d6f7681ee979fe3f51699a17f5d1b,recomendar comprador chegar antes prazo prever ordem,5,positivo
f8ac2ca757c6702a8f7b9f82a3361b54,boneca bonecao nao igual imagem site fiquei bem desapontar sempre comprar coisa site bem atendir,1,positivo
84709591bfb387ec90840fa557a3617b,recebi produto ha dia enquanto funcionar muito bem,5,negativo
f55ac350831de6694d569e9c0176dacd,muito desordenado comprar tres produto mais nao vir dia vir separar data separar,1,positivo
83769c402bf157486ce10d8b62fd0e29,chegar perfeito,5,positivo
b67ac2153c51e769711c574ebf035205,t unico coisa ruim q ter q buscar correio,5,negativo
0d9d92adaf307d05e2a54228263baaeb,querer devolver recebi nao pedir,1,negativo
2af6d67a84cca4cddc09d06b20691805,anuncio poduto disponivel glp trocar junto loja comunicacao dar certo haver percalco especial loja vender diferente aparecer site,4,negativo
3e4e439daf16da2ceb5bff02676c9305,excelente produto muito bom bonito,5,positivo
28199526fd991dfc71796b51b56cbc67,combinar,5,positivo
93eaa9fa0159c008eb11af3fff3b1338,produto original lacrar nota,5,positivo
8b2470e2b1fcb444e87819a64f8e05d0,produto entregar perfeito estado muito bem embalar dentro prazo estipular super indico,5,positivo
dbd42fa5f6e7aacd7ca3e6a3496b0ab2,excelente produto entregar rapir produto excelente facil instalar,5,positivo
c0f3838a1497c7bd4088c14b537afbb1,achar tratar produto original pagar frete buscar correio,3,negativo
e10857b532b8360e8e22106bdb93531c,chegar prazo problema,5,positivo
5f492814e4e3f7398ec8eab0b2f41c48,entregar rapido bom rapido entregar,2,positivo
5ea55dd7db5133e78e4b0aa6a2cf19d2,chegar antes prazo bom qualidade jeito esperar satisfeito,5,positivo
4b7137d4a773f066d30bf7392a6f1cb9,otimo chegar bem embalar ok,5,positivo
eded45c6c7962ce7fefd1ba4ebd995d6,produto condizr esra descrever nao conseguir mexer relogio forma nenhumaquero devolucao,1,negativo
e6cf8fc36a8f7c3844f5121401e4c25f,recomendadissimoooo entregar rapir produto bem embalar testar perfeitooo,5,positivo
93f13547fa54c54c3bb542d264b8c10d,chegar bem antes prazo prever,5,positivo
8fa4094d079254a600cd003d6d753254,produto entregar antes tempo prever testar pecar ver parecer perfeito estado funcionamento,5,positivo
c6b750dbcb6316cae8bdf36d48548f5d,ainda nao chegar,1,negativo
3e34211927edd6389dd17ecd7eb2abea,produto pequeno ponto ferrugem nao perfeito estado,3,negativo
fc6565e19ad8a579b8d2a571aae6521f,reomer muito bem atender produto entregar prazo correto,4,positivo
42046ac1ff12d64667dca447c2dcefda,bom,4,positivo
10f061bd4ff8a8cc3ec3bb83dc0d722d,certo produto entregar recomer,5,positivo
68dd6c8d5f25b22e4410bed40725b7ee,gostar muito compra loja sempre chegar bom atendimento obrigar caminho,5,positivo
0cac715b5defd9258dc752b0a866d168,otimo atendimento superar expectativa prazo entregar,5,positivo
934539d4529923416cc14249431e1ae8,ate momento satisfeito,5,negativo
435de8d66421e4d0e7efc7aa795abd7e,achar hotimo,3,negativo
b11733433d033ae9a8c3045c36daecd2,ja fazer tempo comprar produto ocorrer problema entregar loja nao ajudar responder automaticamente perguntar nao corresponder perguntar,1,negativo
b1844ea3d28c78fdf88f4e3ba5c205a3,recebi produto parcial comprar tr recebi esperar,1,negativo
32a5337a9938cc4698bf7fe166e24cc7,produto loja comprarbom atendimento boa entregar,4,positivo
5278d833aef941decec2c145d356d313,somente ser entregar,1,negativo
1f5a7e28f3fe72ff289b6d8473668e2f,otimo chegar corretamente,5,positivo
fd10431dd4eb9964fbbeee3897d731bf,produto nao atender expectativa nao fazer prometer,1,negativo
64bd89b2f2a99542da7222c7b75ad65b,caixa vir fita adesivo mal colocar acabar soltar so depois entrar caixa casa perceber caixo entreaberto felizmente produto la dentro ok,3,negativo
9d993bd1cf57de3141bfb332f5e428cb,muito bom muito bom,5,positivo
129b205ca105ae9941f7857bc129b8f9,otimo produto filho amouuu,5,positivo
46e8c1cb0c0907e92889eca7a68fa119,enganar produto roubar dia correio loja nao prontificar enviar novo,3,negativo
29969bc9058e85a11fb0e03dea005271,pedido mesmo loja so chegar,3,negativo
231cda68e9db7ea0cfe1dcc80f9d29d0,aguardo entregar produto,1,negativo
f215425a1e4de7c37b97953c0a5dbbe5,otimo loja comprar carteira cor marrom loja entrar contatoe avisar marrom defeito ter preto aceitar preto precisar loja mais competente cm,5,negativo
df487392745472473eeb8db1884ff928,acabar receber lencol sempre receber antes prazo vez atrasar mais chegar obrigado,5,positivo
201559302b48fe57fce44a48ffafd230,vir faltar pecar desenho grande lado penteadeira vir lado faltar desenho querer pecar faltante devolver obrigado,2,negativo
87411173e0827087d68fb751b746f2b3,vez nao receber produto,1,negativo
b92e70626c41a74b9a53b15bffbfd085,vendedor anunciar toner compativel impressora por nao colocar toner impressor nao conseguir fechar tampa impossibilitar uso,1,negativo
1ca2b48bae7eb261b27d4df3e8539752,otimo produto,5,positivo
0ea35bac39e87cf91b577989bd200fde,produto muito bom vendedor muito prestativo recomendar produto lojar muito bom,5,positivo
71bfacefbbbbfd66d032a72287a23abd,servico produto otimos,5,positivo
7c2485af74198f0a70486229ba4382a5,produto nao chegar acabamento perfeito acabamento inox vir marca parecer ponto solda,3,negativo
f5652f1f99415f4984a00a1e9ce1ac85,ainda nao poder recomendar nao recebi produto,1,negativo
e173c3b03c9746ce0add4ad4877cb522,recomendar produto chegar antes prazo prever bem embalar conforme descricao,5,positivo
90ea3df74d5e256b537d5a076ef002f4,muito correto,5,positivo
811da55e41ba629101e6d8e9acba2e28,bom noite informar nao recebi item barrar fixo paralelo mista crossfit musculacao bar motivo ainda entregar,2,negativo
d1a3e57d568cf208eddcf9046a132623,recebi produto muito antes prazo bem embalar rastreio perfeito excelente,5,positivo
47824bad7d422185d97b146446851261,perfeito entregar antes prazo produto excelenteestar muito satisfeito,5,positivo
372375df0933054a77e7bbef126f0fa8,tempo entregar embalagem horrivel produto chegar sujo,2,negativo
37781f13bba845e460bc4a91dcbe9d59,produto vir trocar comprar tablete vir entrar pedir troca aguardar respostadependendo loja parceirar resolverar problema dir indico n,1,negativo
0a3dc1146d54e4f257c8d2cf8f59b3e6,otimo produto bom empresa,5,positivo
9857b937824e9a4d9cfcc6e39bd661bb,especificar conteudo imagem divulgar impressao tratar iten porem verdade apenas,3,negativo
ba92546b70f1f3b0cffc4fadd25f858e,muito bom,4,positivo
0ed80ee111ac6d1aa9092f883696cfc0,entregar meso mesmo pequeno bonito atender bem quanto entrega ter problema transportador mais resolver,3,negativo
93801d40cc9157c2f8a48ad51370969d,ainda nao utilizar produto enquanto avaliar integridade empresa cumprir contrato ate presente avaliar otimo,5,positivo
0d1c221cf7706b285b357502ce5002f1,poder entregar muito bom chegar antes prazo agora esperar pedir chegar compra mais gostar muito,5,positivo
4df1d0d817d3cf838cd3603580640295,pessimo jogar mercadoria Correios tive virar ir busccar,1,negativo
42570725921cba9f8168fbb174a70c97,otimo muito bom,5,positivo
31f71d900826f7392e11368d8d3455fe,produto correto entregar prazo acordar recomender,4,positivo
5621fb46b52d7aa11a51df46716d867d,chegar antes prazo conquistar cliente produto vir direitinho embalar qualidade muito bom,5,positivo
